0038	1	0+(0+(3*8))									
2377	1	(2*7)+(3+7)									
2378	4	2*((7+8)-3)	((2+7)*8)/3	(7-3)*(8-2)	8/((7/3)-2)						
2379	3	2*((3*7)-9)	(3*(7-2))+9	(3*(7+9))/2							
2388	3	8*(8-(2+3))	((2*8)-8)*3	(3*(8+8))/2							
2389	2	8*(9-(2*3))	(8*(9-3))/2								
2399	4	(2*3)+(9+9)	((2+9)*3)-9	((2*9)+9)-3	2*(9+(9/3))						
2444	5	4*((4+4)-2)	2*(4+(4+4))	(2*4)+(4*4)	2*((4*4)-4)	4*(4+(4/2))					
2445	3	((2+5)*4)-4	(4+4)*(5-2)	((2*5)-4)*4							
2446	4	2+((4*4)+6)	((2*4)-4)*6	(2*(4+6))+4	((4+4)*6)/2						
2447	2	2*(4*(7-4))	4+(4*(7-2))								
2448	10	(2+4)*(8-4)	(2+(4/4))*8	(4+8)*(4-2)	(2*(4+4))+8	(4*8)-(2*4)	(2*(4*4))-8	((2+8)-4)*4	(2*8)+(4+4)	(4*(4+8))/2	4*(8-(4/2))
2449	1	(4*(9-2))-4									
2455	1	(2*(5+5))+4									
2456	5	(5*6)-(2+4)	((2+4)*5)-6	((4*5)+6)-2	(2*(4+5))+6	4+(5*(6-2))					
2457	2	(4-2)*(5+7)	(4*(5+7))/2								
2458	7	((2+5)-4)*8	((2*4)-5)*8	2*(4*(8-5))	2*((4*5)-8)	(5-(4/2))*8	4+((5*8)/2)	(4*5)+(8/2)			
2459	3	(2+4)*(9-5)	((2+9)-5)*4	(2*(5+9))-4							
2466	6	((2+6)-4)*6	(4-2)*(6+6)	2*(6*(6-4))	((2*6)-6)*4	6*(6-(4/2))	(4*(6+6))/2				
2467	5	(2+(4*7))-6	(2+6)*(7-4)	((6-2)*7)-4	(2*7)+(4+6)	6/(2-(7/4))					
2468	8	(2*(6*8))/4	(4*8)-(2+6)	((2+6)*4)-8	(4*(6-2))+8	(2*6)+(4+8)	(2*(6+8))-4	(2+(8/4))*6	(6*8)/(4-2)		
2469	7	(2+(4/6))*9	2*(4*(9-6))	((4-2)*9)+6	(4*9)-(2*6)	((4*9)/2)+6	4*(9-(6/2))	6/((9/4)-2)			
2477	1	(2*(7+7))-4									
2478	3	((2*7)-8)*4	((7*8)/2)-4	(4*7)-(8/2)							
2479	2	(2*4)+(7+9)	2*((7+9)-4)								
2488	5	((4-2)*8)+8	(2*4)+(8+8)	2*((8+8)-4)	(8-2)*(8-4)	((4*8)/2)+8					
2489	1	8*(9-(2+4))									
2499	1	2+(4+(9+9))									
2557	1	(2*7)+(5+5)									
2558	1	(2+(5/5))*8									
2559	2	(5*(5-2))+9	(2*5)+(5+9)								
2566	2	((5-2)*6)+6	((2*5)-6)*6								
2567	3	((2+7)-5)*6	2*(6*(7-5))	(2*6)+(5+7)							
2568	5	(2+(5*6))-8	((2+6)-5)*8	(2*5)+(6+8)	(2+6)*(8-5)	(5*(8-2))-6					
2569	1	((5*6)/2)+9									
2577	1	(2*5)+(7+7)									
2578	1	((2*5)-7)*8									
2579	1	(5*7)-(2+9)									
2588	2	(5*8)-(2*8)	((5*8)+8)/2								
2589	4	2+(5+(8+9))	2*((8+9)-5)	(8-2)*(9-5)	(8*9)/(5-2)						
2666	3	(2*6)+(6+6)	(6*6)-(2*6)	6+((6*6)/2)							
2667	3	(6*(7-2))-6	6*(7-(6/2))	(6+(6*7))/2							
2668	5	(2+(6/6))*8	2*(6*(8-6))	((2+8)-6)*6	((2*6)-8)*6	(6-(6/2))*8					
2669	3	(2+6)*(9-6)	(2*(6+9))-6	((6*9)-6)/2							
2678	2	((2+7)-6)*8	(2*(7+8))-6								
2679	4	2+(6+(7+9))	2*(6*(9-7))	((2+9)-7)*6	(6*7)-(2*9)						
2688	3	2+(6+(8+8))	((6-2)*8)-8	6*(8-(8/2))							
2689	2	(2*(8*9))/6	((2*6)-9)*8								
2699	2	(2+(6/9))*9	2*((9+9)-6)								
2778	2	2+(7+(7+8))	(2+(7/7))*8								
2788	3	((2+8)-7)*8	(7-(8/2))*8	((7*8)-8)/2							
2789	1	(2*(7+9))-8									
2888	3	(2+(8/8))*8	(2*(8+8))-8	((8*8)/2)-8							
2889	1	((2+9)-8)*8									
2899	2	(8+(9+9))-2	(2+(9/9))*8								
3333	1	(3*(3*3))-3									
3334	2	3+(3*(3+4))	((3*3)-3)*4								
3335	1	(3*3)+(3*5)									
3336	4	3+(3+(3*6))	(3*(3+3))+6	(3+(3/3))*6	(3*(3+6))-3						
3337	2	(3+3)*(7-3)	3*((3/3)+7)								
3338	1	(3+(3*8))-3									
3339	1	3*(9-(3/3))									
3344	2	3*((3*4)-4)	(3*4)+(3*4)								
3345	3	(3*(4+5))-3	3*(4*(5-3))	((3/3)+5)*4							
3346	1	(3+(4*6))-3									
3347	2	3*((4+7)-3)	4*(7-(3/3))								
3348	3	(3+3)*(8-4)	(3*8)*(4-3)	(4-(3/3))*8							
3349	3	3+((3*4)+9)	3*((3+9)-4)	(3+(9/3))*4							
3355	1	(5*5)-(3/3)									
3356	7	(5*6)-(3+3)	3+((3*5)+6)	((3+3)*5)-6	3*((5+6)-3)	((3*3)-5)*6	(5-(3/3))*6	(3+5)*(6-3)			
3357	1	3*((3*5)-7)									
3359	4	(3+3)*(9-5)	((3+5)*9)/3	(3+9)*(5-3)	3*(5+(9/3))						
3366	1	3*(6+(6/3))									
3367	3	3+((6-3)*7)	((3*7)+6)-3	(3*(3+7))-6							
3368	2	((3*3)-6)*8	((3+6)*8)/3								
3369	6	((6-3)*9)-3	((3*6)+9)-3	(3*3)+(6+9)	(3+(3*9))-6	(3*(9-3))+6	((3+9)*6)/3				
3377	1	(3+(3/7))*7									
3378	1	(3*3)+(7+8)									
3379	3	3+((7*9)/3)	(7-3)*(9-3)	(3*7)+(9/3)							
3388	1	8/(3-(8/3))									
3389	3	(3*(3+8))-9	(3*(8-3))+9	8*(9-(3+3))							
3399	4	3+(3+(9+9))	(3-(3/9))*9	((9*9)/3)-3	(3*9)-(9/3)						
3444	1	((3+4)*4)-4									
3445	2	3+((4*4)+5)	4*((4+5)-3)								
3446	6	(3+(4/4))*6	(4*6)*(4-3)	3*(4*(6-4))	((3*4)-6)*4	(4+4)*(6-3)	4*(4+(6/3))				
3447	2	3*((4/4)+7)	((3+7)-4)*4								
3448	4	((3*8)+4)-4	(3*4)+(4+8)	3*((4*4)-8)	4+(4*(8-3))						
3449	4	(4*9)-(3*4)	3*(9-(4/4))	(4-(4/3))*9	((4+4)*9)/3						
3455	2	(3+(5*5))-4	(3*5)+(4+5)								
3456	1	((3+5)-4)*6									
3457	6	((4*5)+7)-3	(3*4)+(5+7)	3*((5+7)-4)	3*(4*(7-5))	(3+5)*(7-4)	4+(5*(7-3))				
3458	6	(3*8)*(5-4)	(4*8)-(3+5)	((3+5)*4)-8	(4+8)*(5-3)	((3+8)-5)*4	((4+5)*8)/3				
3459	2	3*((4+9)-5)	((3*5)-9)*4								
3466	4	(3*4)+(6+6)	(3*(4+6))-6	3*((6+6)-4)	(6*6)-(3*4)						
3468	5	3*(4*(8-6))	((3*4)-8)*6	3*(6+(8/4))	4*(8-(6/3))	((4+8)*6)/3					
3469	2	((3+9)-6)*4	(3+9)*(6-4)								
3477	4	(3+(4*7))-7	3+(7*(7-4))	((3*7)+7)-4	(7*(7-3))-4						
3478	1	(4*(7-3))+8									
3479	4	((7-4)*9)-3	(3*(4+7))-9	3*(4*(9-7))	((3*9)+4)-7						
3489	4	3+(4+(8+9))	((3*4)-9)*8	((3+9)*8)/4	(8-4)*(9-3)						
3499	4	(4*9)-(3+9)	(3*(9-4))+9	(4*(9+9))/3	4*(9-(9/3))						
3556	2	(3+(5/5))*6	(3*(5+5))-6								
3557	2	(5+7)*(5-3)	3*((5/5)+7)								
3558	2	((3*8)+5)-5	(3+5)*(8-5)								
3559	2	3*(9-(5/5))	(3+(9/5))*5								
3566	2	((3+6)-5)*6	(5-3)*(6+6)								
3567	2	3*((6+7)-5)	((5+7)*6)/3								
3568	3	(3*8)*(6-5)	(5-(6/3))*8	(6*8)/(5-3)							
3569	7	(3+(5*6))-9	(3+5)*(9-6)	(3*(5+6))-9	3*((5+9)-6)	((5-3)*9)+6	(5*(6-3))+9	(5*(9-3))-6			
3578	3	(5*7)-(3+8)	3+(7*(8-5))	((3*7)+8)-5							
3579	4	3+(5+(7+9))	(5*9)-(3*7)	(3+9)*(7-5)	(5-(7/3))*9						
3588	2	3+(5+(8+8))	((5-3)*8)+8								
3589	2	((8-5)*9)-3	((3*9)+5)-8								
3599	2	(9-3)*(9-5)	((5*9)/3)+9								
3666	4	(3+(6/6))*6	6+(6*(6-3))	6*(6-(6/3))	(6*(6+6))/3						
3667	3	(6*7)-(3*6)	3*((6/6)+7)	((3+7)-6)*6							
3668	2	((3*8)+6)-6	(6*(8-3))-6								
3669	4	3+(6+(6+9))	(6*6)-(3+9)	3*(9-(6/6))	6+((6*9)/3)						
3677	2	3*((7+7)-6)	(3+(7/7))*6								
3678	3	3+(6+(7+8))	(3*8)*(7-6)	((3+8)-7)*6							
3679	4	3*((6+9)-7)	3+(7*(9-6))	((3*7)+9)-6	6*(7-(9/3))						
3688	3	(6*8)-(3*8)	(3+(8/8))*6	((6*8)/3)+8							
3689	4	((3+9)-8)*6	(3+9)*(8-6)	(6-(9/3))*8	(8*9)/(6-3)						
3699	3	(9*(9-6))-3	((3*9)+6)-9	(3+(9/9))*6							
3777	2	3+(7+(7+7))	3*(7+(7/7))								
3778	1	((3*8)+7)-7									
3779	1	3*(9-(7/7))									
3788	3	((7-3)*8)-8	3*(7+(8/8))	(3*8)*(8-7)							
3789	1	3*((7+9)-8)									
3799	3	3*(7+(9/9))	(3+9)*(9-7)	((7*9)+9)/3							
3888	2	((3*8)+8)-8	(8+(8*8))/3								
3889	2	(3*8)*(9-8)	3*(9-(8/8))								
3899	1	((3*8)+9)-9									
3999	3	(9+(9+9))-3	3*(9-(9/9))	((9*9)-9)/3							
4444	1	4+(4+(4*4))									
4445	1	4*((4/4)+5)									
4446	1	(4+(4*6))-4									
4447	2	(4+4)*(7-4)	4*(7-(4/4))								
4448	4	(4*8)-(4+4)	(4*(4+4))-8	(4-(4/4))*8	4*(4+(8/4))						
4449	1	4+(4*(9-4))									
4455	3	(4+(4/5))*5	4*((5+5)-4)	(5*5)-(4/4)							
4456	2	(4*6)*(5-4)	(5-(4/4))*6								
4457	1	4*((4+7)-5)									
4458	5	((4+4)-5)*8	(4+4)*(8-5)	((4*5)+8)-4	(5*8)-(4*4)	4+(5*(8-4))					
4468	2	4*((4+8)-6)	(4+8)*(6-4)								
4469	2	(4+4)*(9-6)	(4*(4*9))/6								
4477	1	(4-(4/7))*7									
4478	2	(4+(4*7))-8	(7*(8-4))-4								
4479	2	4+(4+(7+9))	4*((4+9)-7)								
4488	4	4+(4+(8+8))	(4*(8-4))+8	((4+8)*8)/4	4*(8-(8/4))						
4489	1	(4*9)-(4+8)									
4555	2	(4+(5*5))-5	4*(5+(5/5))								
4556	1	((4*6)+5)-5									
4557	1	4*(7-(5/5))									
4558	1	(4-(5/5))*8									
4559	2	4+(5*(9-5))	((4*5)+9)-5								
4566	2	4*(5+(6/6))	(4*6)*(6-5)								
4567	2	4*((5+7)-6)	(5+7)*(6-4)								
4568	1	((4+5)-6)*8									
4569	1	4+(5+(6+9))									
4577	2	(5*7)-(4+7)	4*(5+(7/7))								
4578	4	4+(5+(7+8))	4*((5+8)-7)	(4+8)*(7-5)	((5+7)*8)/4						
4579	4	(7*(9-5))-4	(5*(7-4))+9	((4*7)+5)-9	(4*9)-(5+7)						
4588	2	4*(5+(8/8))	(5-(8/4))*8								
4589	2	4*((5+9)-8)	(4*(9-5))+8								
4599	1	4*(5+(9/9))									
4666	2	((4*6)+6)-6	(6+6)*(6-4)								
4667	3	(4*6)*(7-6)	4*(7-(6/6))	6+(6*(7-4))							
4668	7	4+(6+(6+8))	(6*6)-(4+8)	(4-(6/6))*8	(6*8)-(4*6)	(6*8)/(6-4)	((6+6)*8)/4	6*(6-(8/4))			
4669	3	6+((6-4)*9)	(6*(9-4))-6	(4*9)-(6+6)							
4677	2	4+(6+(7+7))	((4*6)+7)-7								
4678	2	((4+6)-7)*8	(4*6)*(8-7)								
4679	1	(6*(7+9))/4									
4688	4	((6-4)*8)+8	((4*6)+8)-8	(4+8)*(8-6)	(6*(8+8))/4						
4689	3	(4*6)*(9-8)	(4-(8/6))*9	6+((8*9)/4)							
4699	1	((4*6)+9)-9									
4777	1	4*(7-(7/7))									
4778	2	(4-(7/7))*8	4*((7+7)-8)								
4788	3	((4+7)-8)*8	4*(7-(8/8))	(7*8)-(4*8)							
4789	3	4*((7+8)-9)	(4+8)*(9-7)	(8*9)/(7-4)							
4799	1	4*(7-(9/9))									
4888	3	(8*(8-4))-8	(4-(8/8))*8	8+((8*8)/4)							
4889	1	((4+8)-9)*8									
4899	1	(4-(9/9))*8									
5555	1	(5*5)-(5/5)									
5556	2	(5+(5*5))-6	(5-(5/5))*6								
5559	1	5+(5+(5+9))									
5566	3	((5+5)-6)*6	(5*5)-(6/6)	5*(6-(6/5))							
5567	2	((5*5)+6)-7	(5*7)-(5+6)								
5568	1	5+(5+(6+8))									
5577	4	5+(5+(7+7))	(7*7)-(5*5)	(5*5)-(7/7)	(5+7)*(7-5)						
5578	2	((5+5)-7)*8	((5*5)+7)-8								
5588	1	(5*5)-(8/8)									
5589	2	((5*5)+8)-9	(5*(8-5))+9								
5599	1	(5*5)-(9/9)									
5666	1	(5-(6/6))*6									
5667	4	5+(6+(6+7))	(6*6)-(5+7)	((5+6)-7)*6	(6+6)*(7-5)						
5668	1	6+(6*(8-5))									
5669	1	(6*9)-(5*6)									
5677	1	(5-(7/7))*6									
5678	3	(5+7)*(8-6)	((5+7)-8)*6	(6*8)/(7-5)							
5679	1	6+((7-5)*9)									
5688	2	((5+6)-8)*8	(5-(8/8))*6								
5689	2	((5+8)-9)*6	((6+9)*8)/5								
5699	2	(5*(9-6))+9	(5-(9/9))*6								
5779	1	(5+7)*(9-7)									
5788	2	((7-5)*8)+8	((7+8)*8)/5								
5789	2	((5+7)-9)*8	(5*8)-(7+9)								
5888	2	(5*8)-(8+8)	(8*8)-(5*8)								
5889	2	(8*(9-5))-8	(8*9)/(8-5)								
6666	2	6+(6+(6+6))	(6*6)-(6+6)								
6668	2	(6+6)*(8-6)	6*((6+6)-8)								
6669	2	6+(6*(9-6))	(6*(6*6))/9								
6679	2	(6+6)*(9-7)	6*((6+7)-9)								
6688	1	(6*8)/(8-6)									
6689	2	6+((8-6)*9)	((6+6)-9)*8								
6789	1	(6*8)/(9-7)									
6799	3	6+(9*(9-7))	(6*7)-(9+9)	((7+9)*9)/6							
6888	1	8+(8*(8-6))									
6889	2	(8*9)-(6*8)	((8+8)*9)/6								
6899	2	(8*9)/(9-6)	(8*(9+9))/6								
7889	1	8+(8*(9-7))									
